timestamp,flag,source,destination,qname,type,ttl,transaction ID
15:53:59,0,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,2001:4e8:0:400d::12,connectivity-check.ubuntu.com.,A,,25091
15:53:59,1,2001:4e8:0:400d::12,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,connectivity-check.ubuntu.com.,A,3,25091
15:54:02,0,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,2001:4e8:0:400d::12,self.adblockultimate.net.,AAAA,,48074
15:54:02,1,2001:4e8:0:400d::12,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,self.adblockultimate.net.,AAAA,225,48074
15:54:04,0,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,2001:4e8:0:400d::12,www.amazon.ca.,HTTPS,,19281
15:54:04,0,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,2001:4e8:0:400d::12,www.accuweather.com.,HTTPS,,52425
15:54:04,0,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,2001:4e8:0:400d::12,temuaffiliateprogram.pxf.io.,HTTPS,,60376
15:54:04,0,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,2001:4e8:0:400d::12,www.accuweather.com.,A,,11530
15:54:04,0,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,2001:4e8:0:400d::12,www.accuweather.com.,AAAA,,51710
15:54:04,0,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,2001:4e8:0:400d::12,temuaffiliateprogram.pxf.io.,AAAA,,58997
15:54:04,0,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,2001:4e8:0:400d::12,tracking.prf.hn.,HTTPS,,45209
15:54:04,0,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,2001:4e8:0:400d::12,tracking.prf.hn.,AAAA,,18872
15:54:04,0,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,2001:4e8:0:400d::12,www.amazon.ca.,A,,2760
15:54:04,0,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,2001:4e8:0:400d::12,www.amazon.ca.,AAAA,,14833
15:54:04,0,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,2001:4e8:0:400d::12,discord.com.,HTTPS,,59748
15:54:04,0,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,2001:4e8:0:400d::12,mytru.tru.ca.,HTTPS,,16250
15:54:04,0,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,2001:4e8:0:400d::12,discord.com.,AAAA,,26715
15:54:04,0,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,2001:4e8:0:400d::12,mytru.tru.ca.,AAAA,,56740
15:54:04,0,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,2001:4e8:0:400d::12,www.mozilla.org.,A,,45117
15:54:04,0,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,2001:4e8:0:400d::12,www.mozilla.org.,AAAA,,30035
15:54:04,0,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,2001:4e8:0:400d::12,www.mozilla.org.,HTTPS,,40291
15:54:04,1,2001:4e8:0:400d::12,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,www.amazon.ca.,HTTPS,1032,19281
15:54:04,1,2001:4e8:0:400d::12,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,www.accuweather.com.,AAAA,388,51710
15:54:04,1,2001:4e8:0:400d::12,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,temuaffiliateprogram.pxf.io.,HTTPS,340,60376
15:54:04,1,2001:4e8:0:400d::12,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,www.accuweather.com.,HTTPS,388,52425
15:54:04,1,2001:4e8:0:400d::12,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,www.accuweather.com.,A,388,11530
15:54:04,0,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,2001:4e8:0:400d::12,e1524.e12.akamaiedge.net.,AAAA,,49341
15:54:04,0,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,2001:4e8:0:400d::12,e1524.e12.akamaiedge.net.,HTTPS,,9927
15:54:04,1,2001:4e8:0:400d::12,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,tracking.prf.hn.,AAAA,762,18872
15:54:04,1,2001:4e8:0:400d::12,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,temuaffiliateprogram.pxf.io.,AAAA,680,58997
15:54:04,1,2001:4e8:0:400d::12,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,tracking.prf.hn.,HTTPS,553,45209
15:54:04,1,2001:4e8:0:400d::12,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,discord.com.,HTTPS,249,59748
15:54:04,1,2001:4e8:0:400d::12,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,www.amazon.ca.,A,1032,2760
15:54:04,1,2001:4e8:0:400d::12,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,mytru.tru.ca.,HTTPS,2383,16250
15:54:04,1,2001:4e8:0:400d::12,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,discord.com.,AAAA,5,26715
15:54:04,1,2001:4e8:0:400d::12,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,mytru.tru.ca.,AAAA,1456,56740
15:54:04,1,2001:4e8:0:400d::12,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,www.amazon.ca.,AAAA,1032,14833
15:54:04,1,2001:4e8:0:400d::12,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,www.mozilla.org.,A,26,45117
15:54:04,1,2001:4e8:0:400d::12,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,www.mozilla.org.,AAAA,26,30035
15:54:04,1,2001:4e8:0:400d::12,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,e1524.e12.akamaiedge.net.,AAAA,321,49341
15:54:04,1,2001:4e8:0:400d::12,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,e1524.e12.akamaiedge.net.,HTTPS,322,9927
15:54:04,1,2001:4e8:0:400d::12,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,www.mozilla.org.,HTTPS,26,40291
15:54:04,0,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,2001:4e8:0:400d::12,www-mozilla.fastly-edge.com.,HTTPS,,39448
15:54:04,1,2001:4e8:0:400d::12,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,www-mozilla.fastly-edge.com.,HTTPS,30,39448
15:54:05,0,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,2001:4e8:0:400d::12,api.qwant.com.,A,,37590
15:54:05,0,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,2001:4e8:0:400d::12,api.qwant.com.,AAAA,,32311
15:54:05,1,2001:4e8:0:400d::12,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,api.qwant.com.,A,49200,37590
15:54:05,1,2001:4e8:0:400d::12,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,api.qwant.com.,AAAA,3600,32311
15:54:05,0,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,2001:4e8:0:400d::12,www.qwant.com.,HTTPS,,50718
